No.,Title,Release Year,Movie Info,Distributor,Domestic Sales (in $),International Sales (in $),World Sales (in $),License
592,The Pacifier (2005),2005,"Having recovered from wounds received in a failed rescue operation, Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains in the kids' house.",Walt Disney Studios Motion Pictures,113,86,199,PG
593,Dr. Dolittle 2 (2001),2001,Dolittle must save a forest and a bear's life.,Twentieth Century Fox,113,63,176,PG
594,It's Complicated (2009),2009,"When attending their son's college graduation, a couple reignite the spark in their relationship. But the complicated fact is they're divorced and he's remarried.",Universal Pictures,113,106,219,R
595,Spy Kids (2001),2001,"Using high tech gadgets, two kids have to save their reactivated OSS top spy parents when they're taken by an evil, high tech enemy.",Miramax,113,35,148,PG
596,Face/Off (1997),1997,"To foil a terrorist plot, an FBI agent undergoes facial transplant surgery to assume the identity of the criminal mastermind who murdered his only son, but the criminal wakes up prematurely and seeks revenge.",Paramount Pictures,112,133,246,R
597,The Hangover Part III (2013),2013,"When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run.",Warner Bros.,112,250,362,R
598,Twins (1988),1988,"A physically perfect but innocent man goes in search of his long-lost twin brother, who is short, a womanizer, and small-time crook.",Universal Pictures,112,105,217,PG
599,Spy Kids 3-D: Game Over (2003),2003,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",Dimension Films,112,85,197,PG
600,Enemy of the State (1998),1998,A lawyer becomes targeted by a corrupt politician and his N.S.A. goons when he accidentally receives key evidence to a politically motivated crime.,Walt Disney Studios Motion Pictures,112,139,251,R
601,Mr. Peabody & Sherman (2014),2014,"The time-travelling adventures of an advanced canine and his adopted son, as they endeavor to fix a time rift they created.",Twentieth Century Fox,112,164,276,PG
602,The Last Samurai (2003),2003,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,Warner Bros.,111,344,455,R
603,Glass (2019),2019,"Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.",Universal Pictures,111,136,247,PG-13
604,Spy (2015),2015,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",Twentieth Century Fox,111,125,236,R
605,Sing 2 (2021),2021,Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.,Universal Pictures,111,82,193,PG
606,Tropic Thunder (2008),2008,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",DreamWorks,111,85,196,R
607,Godzilla: King of the Monsters (2019),2019,"The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.",Warner Bros.,111,276,387,PG-13
608,Valentine's Day (2010),2010,Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.,Warner Bros.,110,106,216,PG-13
609,The Grudge (2004),2004,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.",Sony Pictures Entertainment (SPE),110,77,187,PG-13
610,Fun with Dick and Jane (2005),2005,"When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet.",Sony Pictures Entertainment (SPE),110,94,205,PG-13
611,Freaky Friday (2003),2003,"An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.",Walt Disney Studios Motion Pictures,110,51,161,PG
612,Trainwreck (2015),2015,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",Universal Pictures,110,31,141,R
613,Bedtime Stories (2008),2008,A hotel handyman's life changes when the lavish bedtime stories he tells his niece and nephew start to magically come true.,Walt Disney Studios Motion Pictures,110,103,213,PG
614,Scary Movie 3 (2003),2003,"Cindy must investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion.",Dimension Films,110,111,221,PG-13
615,Creed (2015),2015,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Warner Bros.,110,64,174,PG-13
616,Star Trek IV: The Voyage Home (1986),1986,"To save Earth from an alien probe, Admiral James T. Kirk and his fugitive crew go back in time to San Francisco in 1986 to retrieve the only beings who can communicate with it: humpback whales.",Paramount Pictures,110,110,110,PG-13
617,The 40-Year-Old Virgin (2005),2005,"Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother.",Universal Pictures,109,68,177,R
618,Couples Retreat (2009),2009,"A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional.",Universal Pictures,109,63,172,PG-13
619,A Time to Kill (1996),1996,"In Canton, Mississippi, a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his ten-year-old daughter, inciting violent retribution and revenge from the Ku Klux Klan.",Warner Bros.,109,44,152,PG
620,Black Hawk Down (2001),2001,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily-armed Somalis.",Revolution Studios,109,64,173,R
621,Terms of Endearment (1983),1983,"Follows hard-to-please Aurora looking for love, and her daughter's family problems.",Paramount Pictures,108,,108,PG
622,Ace Ventura: When Nature Calls (1995),1995,"Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa.",Warner Bros.,108,104,212,PG
623,The Upside (2017),2017,A comedic look at the relationship between a wealthy man with quadriplegia and an unemployed man with a criminal record who's hired to help him.,STX Entertainment,108,18,126,PG-13
624,The Princess Diaries (2001),2001,"Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her sixteenth year.",Walt Disney Studios Motion Pictures,108,57,165,PG
625,Superman II (1980),1980,"Superman agrees to sacrifice his powers to start a relationship with Lois Lane, unaware that three Kryptonian criminals he inadvertently released are conquering Earth.",Warner Bros.,108,108,108,PG
626,Little Women (2019),2019,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",Sony Pictures Entertainment (SPE),108,109,217,PG
627,Hop (2011),2011,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",Universal Pictures,108,76,184,PG
628,Pulp Fiction (1994),1994,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",Miramax,108,106,214,R
629,Paranormal Activity (2007),2007,"After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence.",Paramount Pictures,108,85,193,R
630,Baby Driver (2017),2017,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",TriStar Pictures,108,119,227,R
631,A League of Their Own (1992),1992,Two sisters join the first female professional baseball league and struggle to help it succeed amidst their own growing rivalry.,Sony Pictures Entertainment (SPE),108,25,132,PG
632,Epic (2013),2013,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group of characters in order to save their world -- and ours.,Twentieth Century Fox,108,161,268,PG
633,Watchmen (2009),2009,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",Warner Bros.,108,78,185,R
634,The Angry Birds Movie (2016),2016,"When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to.",Sony Pictures Entertainment (SPE),108,245,352,PG
635,Batman & Robin (1997),1997,Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.,Warner Bros.,107,131,238,PG-13
636,Dune (2021),2021,Feature adaptation of Frank Herbert's science fiction novel about the son of a noble family entrusted with the protection of the most valuable asset and most vital element in the galaxy.,Warner Bros.,107,290,397,PG-13
